"social","econ","service","immigration","education","destination","candidate","id","age","gender","ideology","likely","interest","aus","can","us","survey","dice"
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,1,172,20,"Male",5,4,5,4,7,6,"china",16
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,1,173,27,"Female",5,7,7,6,4,7,"china",9
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,1,174,19,"Female",6,1,4,6,6,5,"china",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,1,175,20,"Female",NA,3,7,7,7,5,"china",12
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,1,176,20,"Male",6,3,1,4,5,7,"china",17
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,177,19,"Male",5,6,7,5,6,7,"china",11
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,1,178,19,"Male",NA,4,7,7,6,6,"china",15
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,179,22,"Male",6,1,7,6,7,9,"china",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,1,180,20,"Male",9,1,6,6,5,7,"china",12
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,181,20,"Female",5,3,6,7,7,6,"china",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,1,182,23,"Male",NA,3,3,6,7,6,"china",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,1,183,19,"Male",NA,4,3,5,6,4,"china",10
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,1,184,19,"Male",NA,1,7,9,6,6,"china",13
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,1,185,19,"Female",6,1,3,6,6,7,"china",11
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,1,186,19,"Male",NA,6,6,7,7,6,"china",17
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,1,187,20,"Male",5,3,5,6,5,4,"china",17
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,1,188,20,"Male",5,3,1,6,6,6,"china",13
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,1,189,24,"Female",NA,3,7,7,5,6,"china",10
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,1,190,26,"Male",5,6,7,7,3,3,"china",13
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,1,191,19,"Male",5,7,7,7,7,7,"china",17
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,1,192,19,"Male",4,4,6,5,6,6,"china",10
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,1,193,19,"Male",6,5,6,7,6,6,"china",20
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,1,194,23,"Female",NA,1,5,7,6,6,"china",15
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,1,195,25,"Male",6,3,6,5,7,7,"china",7
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,1,196,22,"Female",6,3,4,6,5,6,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,1,197,22,"Female",5,5,6,7,6,5,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,198,21,"Female",NA,5,7,10,7,7,"china",15
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,1,199,24,"Female",NA,1,4,7,5,6,"china",15
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,1,200,24,"Male",4,3,6,3,7,6,"china",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,201,19,"Male",6,5,3,3,3,3,"china",20
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,202,19,"Male",6,6,5,6,6,5,"china",11
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,1,203,24,"Female",5,5,7,10,6,7,"china",11
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,1,204,23,"Male",5,4,7,10,6,7,"china",9
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,1,205,22,"Male",7,3,7,4,7,5,"china",13
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,1,206,24,"Female",5,6,7,6,6,7,"china",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,1,207,19,"Male",3,4,6,10,6,4,"china",20
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,1,208,22,"Female",NA,5,6,7,4,9,"china",11
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,209,24,"Male",NA,5,7,6,9,7,"china",13
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,1,210,19,"Female",4,3,5,5,4,6,"china",11
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,211,23,"Female",6,3,3,6,7,9,"china",8
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,1,212,24,"Female",NA,1,3,5,6,7,"china",12
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,1,213,21,"Female",6,5,6,5,7,7,"china",9
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,1,214,23,"Female",5,1,6,5,6,7,"china",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,215,21,"Female",6,4,7,4,6,9,"china",5
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,1,216,26,"Female",5,5,7,7,7,7,"china",7
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,217,22,"Male",6,5,6,7,4,5,"china",10
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,1,218,19,"Male",NA,6,6,10,7,5,"china",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,1,219,25,"Male",5,3,6,6,5,6,"china",7
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,220,23,"Female",5,3,6,10,7,7,"china",12
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",1,1,221,22,"Female",8,1,5,6,7,9,"china",12
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,1,222,24,"Female",6,3,7,6,7,7,"china",14
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,223,22,"Female",4,3,4,6,6,7,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,1,224,32,"Male",8,4,7,6,4,7,"china",14
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,1,225,25,"Female",6,4,7,6,7,7,"china",13
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,1,226,20,"Male",7,6,6,6,6,6,"china",14
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,1,227,23,"Female",6,3,3,5,6,6,"china",15
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,228,23,"Female",5,6,3,4,6,7,"china",8
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",1,1,229,20,"Female",NA,4,6,7,7,7,"china",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,1,230,24,"Female",5,4,4,4,4,5,"china",13
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,1,231,22,"Male",3,3,3,4,4,4,"china",18
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,1,232,23,"Female",6,5,7,7,7,9,"china",13
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,1,233,19,"Male",8,1,7,6,7,7,"china",16
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,1,234,22,"Male",5,3,6,5,6,6,"china",11
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,1,235,25,"Male",5,5,7,6,7,7,"china",17
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,1,236,19,"Male",8,1,5,4,5,7,"china",12
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,237,23,"Male",6,3,6,6,6,6,"china",16
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,1,238,20,"Female",5,3,6,6,7,7,"china",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,1,239,19,"Female",7,6,6,6,6,6,"china",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,1,240,19,"Male",7,4,5,5,6,6,"china",9
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,1,241,25,"Male",NA,4,7,6,6,7,"china",8
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,1,242,24,"Female",5,1,7,10,7,5,"china",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,1,243,19,"Female",NA,5,7,7,7,4,"china",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,1,244,19,"Male",7,6,6,6,6,6,"china",18
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,1,245,22,"Male",5,3,5,6,6,6,"china",9
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,1,246,19,"Male",4,3,5,4,5,6,"china",13
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,1,247,21,"Female",8,7,7,5,9,7,"china",22
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,1,248,21,"Male",6,6,5,7,6,6,"china",17
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,249,20,"Male",2,3,5,5,6,4,"china",6
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,1,250,20,"Female",5,5,5,7,6,6,"china",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,1,251,23,"Female",6,3,7,4,5,7,"china",9
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,1,252,25,"Male",4,4,6,5,6,7,"china",12
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,1,253,25,"Female",6,4,7,4,6,7,"china",14
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,254,22,"Female",5,4,5,6,6,6,"china",14
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,1,255,19,"Female",7,4,6,4,7,7,"china",6
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,1,256,20,"Male",4,4,4,5,7,7,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,257,20,"Male",5,3,7,9,7,7,"china",12
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,1,258,20,"Female",6,4,6,6,6,6,"china",9
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,1,259,21,"Male",NA,5,7,6,7,9,"china",13
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,1,260,42,"Female",5,4,5,5,5,5,"china",12
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,261,21,"Male",7,4,6,7,7,7,"china",11
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,1,262,20,"Female",5,3,6,6,5,5,"china",11
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,1,263,20,"Male",2,5,6,6,7,7,"china",18
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,1,264,21,"Female",NA,7,7,5,6,7,"china",12
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,1,265,22,"Female",5,6,6,6,7,7,"china",14
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,1,266,19,"Male",6,1,4,6,5,7,"china",6
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,1,267,19,"Female",4,3,6,7,6,6,"china",14
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,268,22,"Female",5,1,3,4,4,4,"china",11
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",0,1,269,19,"Male",NA,3,4,6,6,7,"china",12
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,1,270,19,"Female",6,1,5,7,9,5,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,1,271,22,"Female",5,1,4,6,6,6,"china",7
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,1,272,20,"Male",NA,4,7,7,7,7,"china",18
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,1,273,19,"Female",NA,4,7,7,7,6,"china",14
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,1,274,24,"Female",5,3,7,4,4,5,"china",10
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,275,21,"Female",3,3,3,7,5,6,"china",15
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,1,276,24,"Female",6,6,7,7,7,9,"china",15
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,1,277,20,"Male",NA,3,3,6,7,6,"china",14
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,1,278,22,"Male",7,7,7,10,9,9,"china",10
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,1,279,19,"Male",NA,4,7,6,6,7,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,1,280,19,"Female",8,1,3,7,6,5,"china",4
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,1,281,23,"Female",6,1,5,5,4,4,"china",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,1,282,20,"Male",7,6,6,6,7,7,"china",12
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,1,283,40,"Female",6,7,7,5,5,5,"china",17
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,284,22,"Female",NA,3,5,10,7,5,"china",13
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,1,285,20,"Female",5,4,5,4,4,6,"china",13
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,286,20,"Male",7,3,6,5,9,9,"china",19
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,1,287,47,"Male",NA,6,7,7,7,7,"china",16
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,1,288,19,"Female",6,1,4,10,6,6,"china",8
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,1,289,19,"Female",5,3,7,5,7,9,"china",7
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,290,19,"Female",NA,1,5,6,7,7,"china",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,1,291,46,"Female",6,7,6,7,9,9,"china",15
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",0,1,292,40,"Female",8,7,6,10,9,9,"china",19
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,1,293,24,"Female",5,6,7,6,7,5,"china",13
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,1,294,20,"Male",7,5,6,6,5,5,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,295,20,"Male",9,6,5,4,5,6,"china",15
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,1,296,20,"Female",6,4,5,5,6,6,"china",18
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,297,19,"Female",6,1,3,7,6,7,"china",11
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,1,298,20,"Male",NA,7,6,7,6,7,"china",16
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,299,19,"Female",NA,4,6,5,5,9,"china",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",1,1,300,21,"Female",8,1,7,6,5,4,"china",15
