"social","econ","service","country","education","destination","candidate","c.same","id","age","gender","ideology","likely","interest","aus","can","us","survey","dice"
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",1,1,0,76,22,"Female",3,6,7,7,6,6,"china",6
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 40th Percentile",0,1,1,77,20,"Female",7,3,7,6,7,7,"china",13
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",0,1,0,78,23,"Male",7,1,4,6,6,7,"china",11
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 90th Percentile",0,1,0,79,48,"Female",6,6,7,7,7,9,"china",13
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 90th Percentile",1,1,0,80,45,"Female",NA,7,7,7,5,5,"china",16
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.K.","Average international ranking of universities: 90th Percentile",1,1,1,81,19,"Female",NA,5,5,10,9,9,"china",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 90th Percentile",0,1,0,82,45,"Male",NA,4,7,7,9,9,"china",19
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",0,1,1,83,19,"Female",5,3,7,7,5,7,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 40th Percentile",0,1,1,84,19,"Male",5,4,7,4,6,9,"china",5
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 90th Percentile",0,1,1,85,45,"Female",5,1,5,5,5,5,"china",16
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 90th Percentile",0,1,0,86,23,"Female",NA,1,6,5,6,6,"china",13
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 90th Percentile",0,1,1,87,19,"Male",5,5,6,6,7,7,"china",15
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,1,1,88,20,"Male",NA,3,5,7,5,7,"china",10
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 60th Percentile",0,1,1,89,20,"Male",5,7,7,7,9,9,"china",16
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",0,1,0,90,27,"Female",5,5,7,6,6,5,"china",10
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,1,1,91,19,"Female",7,3,4,6,4,7,"china",11
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 60th Percentile",0,1,0,92,46,"Female",6,3,6,10,6,6,"china",14
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","U.K.","Average international ranking of universities: 60th Percentile",1,1,0,93,20,"Female",6,6,6,6,7,7,"china",8
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",0,1,0,94,20,"Female",6,5,7,10,7,6,"china",10
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 40th Percentile",0,1,0,95,19,"Female",6,4,6,7,5,6,"china",8
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 40th Percentile",0,1,0,96,19,"Female",5,4,6,7,4,6,"china",9
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 90th Percentile",1,1,0,97,19,"Female",5,6,7,6,5,6,"china",6
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,1,0,98,48,"Male",3,6,7,10,6,7,"china",14
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 90th Percentile",1,1,1,99,19,"Female",5,3,6,6,6,7,"china",16
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 60th Percentile",1,1,0,100,22,"Male",6,1,3,6,6,7,"china",20
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",1,1,0,101,20,"Female",NA,7,7,5,6,7,"china",12
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 40th Percentile",0,1,1,102,25,"Female",NA,1,3,6,5,5,"china",12
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 60th Percentile",1,1,1,103,21,"Male",7,3,5,4,5,7,"china",13
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",1,1,1,104,21,"Female",NA,3,6,6,6,5,"china",12
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 90th Percentile",1,1,0,105,19,"Male",NA,3,6,7,5,7,"china",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,1,0,106,19,"Female",NA,5,7,6,7,7,"china",12
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",0,1,1,107,20,"Female",5,3,7,6,7,9,"china",12
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",1,1,0,108,25,"Female",NA,3,7,10,9,9,"china",13
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",0,1,0,109,19,"Female",6,5,6,6,7,7,"china",14
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 60th Percentile",0,1,1,110,23,"Female",3,4,7,7,7,7,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,1,0,111,20,"Female",5,5,7,10,6,6,"china",8
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 40th Percentile",0,1,0,112,19,"Female",NA,1,7,6,7,9,"china",14
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",0,1,1,113,31,"Male",6,3,7,6,7,7,"china",7
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,1,0,114,21,"Female",5,3,1,7,4,5,"china",5
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","U.K.","Average international ranking of universities: 60th Percentile",1,1,0,115,20,"Female",NA,1,6,6,7,5,"china",8
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",1,1,0,116,19,"Female",5,3,6,7,6,6,"china",12
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 90th Percentile",1,1,0,117,22,"Female",5,3,7,7,7,6,"china",6
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",0,1,1,118,19,"Female",NA,6,5,7,7,7,"china",13
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 40th Percentile",0,1,0,119,20,"Female",5,3,4,5,6,6,"china",9
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","U.K.","Average international ranking of universities: 90th Percentile",1,1,1,120,20,"Female",4,7,7,6,5,7,"china",11
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 60th Percentile",1,1,0,121,21,"Female",6,1,6,6,9,6,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",1,1,0,122,20,"Male",3,1,5,6,6,7,"china",15
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,1,1,123,22,"Female",3,1,7,5,7,9,"china",15
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 90th Percentile",0,1,0,124,22,"Male",5,4,7,6,7,9,"china",15
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 90th Percentile",1,1,0,125,19,"Female",6,3,6,7,5,5,"china",7
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,1,1,126,19,"Male",NA,6,7,7,9,9,"china",17
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 40th Percentile",0,1,0,127,19,"Male",3,4,7,6,4,7,"china",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 60th Percentile",1,1,0,128,44,"Female",4,6,6,6,7,4,"china",10
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",0,1,0,129,19,"Female",5,7,7,10,9,9,"china",14
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",1,1,1,130,20,"Female",NA,1,6,6,7,7,"china",9
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 40th Percentile",1,1,1,131,19,"Female",7,3,4,7,7,6,"china",14
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,1,0,132,21,"Female",NA,5,7,5,5,7,"china",11
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",0,1,1,133,23,"Female",NA,3,6,5,5,5,"china",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",1,1,0,134,19,"Female",NA,4,7,5,6,5,"china",9
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",0,1,1,135,23,"Female",4,5,7,6,9,9,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,1,1,136,20,"Female",NA,4,7,7,6,6,"china",5
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",1,1,0,137,21,"Male",5,1,4,4,5,6,"china",16
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 90th Percentile",1,1,0,138,23,"Female",6,3,5,5,4,6,"china",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 60th Percentile",1,1,0,139,22,"Female",5,4,6,6,6,5,"china",12
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 90th Percentile",1,1,1,140,22,"Female",5,1,1,5,6,7,"china",10
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 40th Percentile",1,1,0,141,28,"Female",NA,1,3,5,6,7,"china",9
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 40th Percentile",0,1,0,142,23,"Female",NA,4,6,7,7,6,"china",18
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 60th Percentile",1,1,0,143,21,"Female",7,7,4,6,6,5,"china",10
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",0,1,1,144,21,"Female",5,1,3,6,5,5,"china",13
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.K.","Average international ranking of universities: 60th Percentile",1,1,1,145,19,"Female",NA,7,7,5,6,9,"china",15
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",1,1,1,146,23,"Male",5,3,4,6,5,3,"china",10
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 60th Percentile",0,1,1,147,19,"Female",6,5,7,6,6,7,"china",13
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,1,0,148,22,"Female",NA,3,5,7,7,6,"china",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.K.","Average international ranking of universities: 60th Percentile",1,1,1,149,23,"Male",NA,1,6,5,6,7,"china",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 60th Percentile",0,1,1,150,21,"Female",5,3,6,6,5,6,"china",13
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 90th Percentile",0,1,0,151,19,"Female",NA,7,7,4,6,7,"china",10
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",0,1,1,152,45,"Female",6,4,5,6,7,5,"china",11
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 40th Percentile",0,1,1,153,49,"Male",5,5,6,5,6,4,"china",13
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 40th Percentile",0,1,0,154,20,"Female",NA,4,7,7,6,5,"china",18
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","U.K.","Average international ranking of universities: 60th Percentile",0,1,1,155,20,"Male",4,3,7,7,7,7,"china",15
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",0,1,0,156,24,"Female",5,6,7,6,7,7,"china",9
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,1,0,157,21,"Female",5,4,6,6,7,7,"china",12
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",0,1,1,158,20,"Female",6,4,6,6,6,7,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 60th Percentile",0,1,0,159,20,"Male",6,6,7,9,6,7,"china",21
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,1,1,160,20,"Female",NA,3,6,4,4,6,"china",9
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,1,0,161,19,"Male",3,1,7,10,9,7,"china",12
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",0,1,1,162,21,"Male",4,1,4,6,6,7,"china",14
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 40th Percentile",0,1,0,163,22,"Male",6,1,5,6,6,7,"china",12
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,1,1,164,19,"Female",NA,6,6,5,6,4,"china",13
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 90th Percentile",1,1,0,165,19,"Male",3,6,6,7,6,9,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 90th Percentile",0,1,0,166,21,"Male",8,3,4,4,5,7,"china",20
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",0,1,1,167,23,"Female",5,5,6,6,7,6,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 90th Percentile",1,1,1,168,24,"Female",5,5,7,7,7,9,"china",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 90th Percentile",1,1,0,169,21,"Female",7,1,6,5,6,7,"china",9
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",1,1,1,170,21,"Female",5,6,4,5,6,7,"china",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 40th Percentile",0,1,0,171,23,"Male",4,3,4,4,7,6,"china",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,1,1,172,20,"Male",5,4,5,4,7,6,"china",16
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","U.K.","Average international ranking of universities: 60th Percentile",1,1,1,173,27,"Female",5,7,7,6,4,7,"china",9
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",0,1,0,174,19,"Female",6,1,4,6,6,5,"china",8
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 40th Percentile",1,1,0,175,20,"Female",NA,3,7,7,7,5,"china",12
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",1,1,1,176,20,"Male",6,3,1,4,5,7,"china",17
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","U.K.","Average international ranking of universities: 90th Percentile",1,1,0,177,19,"Male",5,6,7,5,6,7,"china",11
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 60th Percentile",1,1,0,178,19,"Male",NA,4,7,7,6,6,"china",15
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",0,1,0,179,22,"Male",6,1,7,6,7,9,"china",10
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",0,1,1,180,20,"Male",9,1,6,6,5,7,"china",12
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 40th Percentile",0,1,1,181,20,"Female",5,3,6,7,7,6,"china",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",0,1,0,182,23,"Male",NA,3,3,6,7,6,"china",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 40th Percentile",1,1,0,183,19,"Male",NA,4,3,5,6,4,"china",10
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 90th Percentile",1,1,1,184,19,"Male",NA,1,7,9,6,6,"china",13
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 60th Percentile",1,1,0,185,19,"Female",6,1,3,6,6,7,"china",11
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",0,1,0,186,19,"Male",NA,6,6,7,7,6,"china",17
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 40th Percentile",0,1,1,187,20,"Male",5,3,5,6,5,4,"china",17
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",1,1,0,188,20,"Male",5,3,1,6,6,6,"china",13
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",0,1,0,189,24,"Female",NA,3,7,7,5,6,"china",10
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 40th Percentile",0,1,0,190,26,"Male",5,6,7,7,3,3,"china",13
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",0,1,0,191,19,"Male",5,7,7,7,7,7,"china",17
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 90th Percentile",1,1,0,192,19,"Male",4,4,6,5,6,6,"china",10
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 40th Percentile",1,1,0,193,19,"Male",6,5,6,7,6,6,"china",20
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 60th Percentile",0,1,0,194,23,"Female",NA,1,5,7,6,6,"china",15
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 60th Percentile",1,1,0,195,25,"Male",6,3,6,5,7,7,"china",7
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,1,0,196,22,"Female",6,3,4,6,5,6,"china",11
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",0,1,0,197,22,"Female",5,5,6,7,6,5,"china",11
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 40th Percentile",1,1,0,198,21,"Female",NA,5,7,10,7,7,"china",15
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Australia","Average international ranking of universities: 40th Percentile",0,1,1,199,24,"Female",NA,1,4,7,5,6,"china",15
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,1,1,200,24,"Male",4,3,6,3,7,6,"china",8
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 90th Percentile",1,1,1,201,19,"Male",6,5,3,3,3,3,"china",20
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 90th Percentile",0,1,0,202,19,"Male",6,6,5,6,6,5,"china",11
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Australia","Average international ranking of universities: 60th Percentile",0,1,0,203,24,"Female",5,5,7,10,6,7,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 40th Percentile",0,1,0,204,23,"Male",5,4,7,10,6,7,"china",9
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","U.K.","Average international ranking of universities: 40th Percentile",1,1,0,205,22,"Male",7,3,7,4,7,5,"china",13
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 90th Percentile",1,1,0,206,24,"Female",5,6,7,6,6,7,"china",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 90th Percentile",1,1,0,207,19,"Male",3,4,6,10,6,4,"china",20
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","U.S.A.","Average international ranking of universities: 60th Percentile",0,1,0,208,22,"Female",NA,5,6,7,4,9,"china",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","U.K.","Average international ranking of universities: 90th Percentile",1,1,0,209,24,"Male",NA,5,7,6,9,7,"china",13
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Australia","Average international ranking of universities: 40th Percentile",1,1,0,210,19,"Female",4,3,5,5,4,6,"china",11
